date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:09:54	7977/7977	---M--	200	added ('OK')	image/jpeg	etag:%2267f1facf-1f29%22	https://simplify-living.ch/wp-content/uploads/2025/04/Paedi-150x150.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2025/04/Paedi-150x150.jpg	(from https://simplify-living.ch/)
22:09:54	5208/5208	---M--	200	added ('OK')	image/jpeg	etag:%2267f90d23-1458%22	https://simplify-living.ch/wp-content/uploads/2025/04/Stef-e1744375075876-150x150.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2025/04/Stef-e1744375075876-150x150.jpg	(from https://simplify-living.ch/)
22:09:54	20609/20609	---MCZ	200	added ('OK')	application/javascript	etag:W/%22645ae171-5081%22	https://simplify-living.ch/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.1.4	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/themes/astra/assets/js/minified/frontend.mineda1.js	(from https://simplify-living.ch/)
22:09:55	10770/10770	---MCZ	200	added ('OK')	application/javascript	etag:W/%226512b36f-2a12%22	https://simplify-living.ch/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/contact-form-7/includes/swv/js/index41a3.js	(from https://simplify-living.ch/)
22:09:55	12943/12943	---MCZ	200	added ('OK')	application/javascript	etag:W/%226512b36f-328f%22	https://simplify-living.ch/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/contact-form-7/includes/js/index41a3.js	(from https://simplify-living.ch/)
22:09:55	457/457	---MCZ	200	added ('OK')	application/javascript	etag:W/%221c9-615299d38c94b%22	https://simplify-living.ch/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-includes/js/dist/dom-ready.min5346.js	(from https://simplify-living.ch/)
22:09:55	6581/6581	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268dde86d-19b5%22	https://simplify-living.ch/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from https://simplify-living.ch/)
22:09:56	5707/5707	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268e32fde-164b%22	https://simplify-living.ch/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.32.4	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/elementor/assets/js/webpack.runtime.min4a4c.js	(from https://simplify-living.ch/)
22:09:56	59579/59579	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268e32fdd-e8bb%22	https://simplify-living.ch/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.32.4	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/elementor/assets/js/frontend-modules.min4a4c.js	(from https://simplify-living.ch/)
22:09:56	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ff2d62-53d8%22	https://simplify-living.ch/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-includes/js/jquery/ui/core.minb37e.js	(from https://simplify-living.ch/)
22:09:56	32362/32362	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268e32fdd-7e6a%22	https://simplify-living.ch/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.32.4	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/elementor/assets/js/frontend.min4a4c.js	(from https://simplify-living.ch/)
22:09:57	143709/143709	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268e32fdf-2315d%22	https://simplify-living.ch/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://simplify-living.ch/)
22:09:57	2127/2127	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265684ad6-84f%22	https://simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/bafg-custom-js.js	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/bafg-custom-js.js	(from https://simplify-living.ch/)
22:09:58	504/504	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221f8-63ee215df4b72%22	https://simplify-living.ch/wp-content/plugins/translatepress-multilingual/assets/flags/4x3/en_GB.svg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/translatepress-multilingual/assets/flags/4x3/en_GB.svg	(from https://simplify-living.ch/)
22:09:58	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://simplify-living.ch/)
22:09:59	2067/2067	---M--	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	C:/My%20Web%20Sites/simplify-living/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
22:09:59	4170/4170	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:10:03%20GMT	https://gmpg.org/xfn/.	C:/My%20Web%20Sites/simplify-living/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
22:09:59	16269/16269	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:10:03%20GMT	https://gmpg.org/xfn/intro	C:/My%20Web%20Sites/simplify-living/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
22:10:00	7342/7342	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:10:04%20GMT	https://gmpg.org/xfn/faq	C:/My%20Web%20Sites/simplify-living/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
22:10:01	51/51	---MCZ	200	added ('OK')	text/plain	date:Sun,%2012%20Oct%202025%2020:10:05%20GMT	http://fonts.googleapis.com/robots.txt		(from https://simplify-living.ch/)
22:10:01	3789/3789	---MC-	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:10:05%20GMT	https://gmpg.org/xfn/thanks	C:/My%20Web%20Sites/simplify-living/gmpg.org/xfn/thanks.html	(from https://gmpg.org/xfn/11)
22:10:01	51/51	---MCZ	200	added ('OK')	text/plain	date:Sun,%2012%20Oct%202025%2020:10:05%20GMT	https://fonts.googleapis.com/robots.txt		(from https://simplify-living.ch/)
22:10:02	14867/14867	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265684ad6-3a13%22	https://simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwenty.js?ver=1760299777	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwentye156.js	(from https://simplify-living.ch/en/)
22:10:07	1920/1920	---MC-	200	added ('OK')	application/rss+xml	etag:%22f2a52abacdbaa4e1ba94d56ec91b2bf6%22	https://simplify-living.ch/en/feed/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/feed/index.html	(from https://simplify-living.ch/en/)
22:10:08	258405/258405	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:12%20GMT	https://simplify-living.ch/en/wp-json/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/wp-json/index.html	(from https://simplify-living.ch/en/)
22:10:08	1665/1665	---MC-	200	added ('OK')	application/rss+xml	etag:%22f2a52abacdbaa4e1ba94d56ec91b2bf6%22	https://simplify-living.ch/en/comments/feed/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/comments/feed/index.html	(from https://simplify-living.ch/en/)
22:10:08	64638/64638	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:12%20GMT	https://simplify-living.ch/en/wp-json/wp/v2/pages/1316	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/wp-json/wp/v2/pages/1316.json	(from https://simplify-living.ch/en/)
22:10:09	2058/2058	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:14%20GMT	https://simplify-living.ch/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fen%2F	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/wp-json/oembed/1.0/embed87ce.json	(from https://simplify-living.ch/en/)
22:10:11	2217/2217	---MCZ	200	added ('OK')	text/xml	date:Sun,%2012%20Oct%202025%2020:10:15%20GMT	https://simplify-living.ch/en/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fen%2F&format=xml	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/wp-json/oembed/1.0/embed8563	(from https://simplify-living.ch/en/)
22:10:11	26630/26630	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268c8ced3-6806%22	https://simplify-living.ch/wp-content/plugins/translatepress-multilingual/assets/js/trp-translate-dom-changes.js?ver=2.10.5	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/translatepress-multilingual/assets/js/trp-translate-dom-changes4d48.js	(from https://simplify-living.ch/en/)
22:10:11	221/221	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dd-63ee215df478a%22	https://simplify-living.ch/wp-content/plugins/translatepress-multilingual/assets/flags/4x3/de_DE.svg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/translatepress-multilingual/assets/flags/4x3/de_DE.svg	(from https://simplify-living.ch/en/)
22:10:13	4160/4160	---MCZ	200	added ('OK')	text/css	etag:W/%2267d93e7b-1040%22	https://simplify-living.ch/wp-content/uploads/elementor/google-fonts/css/amaticsc.css?ver=1742290555	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/elementor/google-fonts/css/amaticscff39.css	(from https://simplify-living.ch/about/)
22:10:13	602402/602402	---M--	200	added ('OK')	image/jpeg	etag:%2268da6956-93122%22	https://simplify-living.ch/wp-content/uploads/2025/09/0-Portrait-4_edited.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2025/09/0-Portrait-4_edited.jpg	(from https://simplify-living.ch/about/)
22:10:15	148100/148100	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:10:19%20GMT	https://simplify-living.ch/en/about/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/about/index.html	(from https://simplify-living.ch/en/)
22:10:16	14867/14867	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265684ad6-3a13%22	https://simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwenty.js?ver=1760299780	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwentyfab0.js	(from https://simplify-living.ch/about/)
22:10:17	160467/160467	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:10:21%20GMT	https://simplify-living.ch/en/method/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/method/index.html	(from https://simplify-living.ch/en/)
22:10:21	186604/186604	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:10:25%20GMT	https://simplify-living.ch/en/services/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/services/index.html	(from https://simplify-living.ch/en/)
22:10:21	163233/163233	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:10:25%20GMT	https://simplify-living.ch/en/gallery/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/gallery/index.html	(from https://simplify-living.ch/en/)
22:10:22	17340/17340	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:26%20GMT	https://simplify-living.ch/wp-json/wp/v2/pages/1317	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/wp/v2/pages/1317.json	(from https://simplify-living.ch/about/)
22:10:23	153214/153214	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Oct%202025%2020:10:27%20GMT	https://simplify-living.ch/en/contact/	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/en/contact/index.html	(from https://simplify-living.ch/en/)
22:10:24	2100/2100	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:28%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fabout%2F	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embed4b54.json	(from https://simplify-living.ch/about/)
22:10:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:10:29%20GMT	https://simplify-living.ch/?p=1317	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/index1e59.html	(from https://simplify-living.ch/about/)
22:10:25	2260/2260	---MCZ	200	added ('OK')	text/xml	date:Sun,%2012%20Oct%202025%2020:10:30%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fabout%2F&format=xml	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embed4140	(from https://simplify-living.ch/about/)
22:10:27	103472/103472	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Oct%202025%2020:10:31%20GMT	https://simplify-living.ch/wp-content/uploads/2025/03/Bronze-Consultant.png	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2025/03/Bronze-Consultant.png	(from https://simplify-living.ch/about/)
22:10:28	108341/108341	---M--	200	added ('OK')	image/jpeg	etag:%22648105a1-1a735%22	https://simplify-living.ch/wp-content/uploads/2023/06/jen-p-FoG8lotg7AA-unsplash-1-768x1024.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/06/jen-p-FoG8lotg7AA-unsplash-1-768x1024.jpg	(from https://simplify-living.ch/method/)
22:10:28	14867/14867	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265684ad6-3a13%22	https://simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwenty.js?ver=1760299781	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwenty4baa.js	(from https://simplify-living.ch/method/)
22:10:29	24894/24894	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:34%20GMT	https://simplify-living.ch/wp-json/wp/v2/pages/1521	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/wp/v2/pages/1521.json	(from https://simplify-living.ch/method/)
22:10:31	2069/2069	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:36%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fmethod%2F	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embedfaf6.json	(from https://simplify-living.ch/method/)
22:10:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:10:36%20GMT	https://simplify-living.ch/?p=1521	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/indexbfcf.html	(from https://simplify-living.ch/method/)
22:10:32	2229/2229	---MCZ	200	added ('OK')	text/xml	date:Sun,%2012%20Oct%202025%2020:10:37%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fmethod%2F&format=xml	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embedd301	(from https://simplify-living.ch/method/)
22:10:33	121385/121385	---M--	200	added ('OK')	image/png	etag:%22645e8bd8-1da29%22	https://simplify-living.ch/wp-content/uploads/elementor/thumbs/Marie-Kondo-q6cw6suhuql8jua1fnmdugwgg7uorc9cdhanu7gyek.png	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/elementor/thumbs/Marie-Kondo-q6cw6suhuql8jua1fnmdugwgg7uorc9cdhanu7gyek.png	(from https://simplify-living.ch/method/)
22:10:33	271100/271100	---M--	200	added ('OK')	image/jpeg	etag:%2267dc660f-422fc%22	https://simplify-living.ch/wp-content/uploads/2025/03/pexels-photo-1470171-1470171-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2025/03/pexels-photo-1470171-1470171-scaled.jpg	(from https://simplify-living.ch/services/)
22:10:33	137/137	---MCZ	200	added ('OK')	text/css	etag:W/%2289-64074992c3e2d%22	https://simplify-living.ch/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.32.4	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min4a4c.css	(from https://simplify-living.ch/services/)
22:10:34	14867/14867	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265684ad6-3a13%22	https://simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwenty.js?ver=1760299782	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwentyaff4.js	(from https://simplify-living.ch/services/)
22:10:35	33177/33177	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:39%20GMT	https://simplify-living.ch/wp-json/wp/v2/pages/1318	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/wp/v2/pages/1318.json	(from https://simplify-living.ch/services/)
22:10:37	2076/2076	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:41%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fservices%2F	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embed1300.json	(from https://simplify-living.ch/services/)
22:10:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:10:42%20GMT	https://simplify-living.ch/?p=1318	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/indexba61.html	(from https://simplify-living.ch/services/)
22:10:38	2236/2236	---MCZ	200	added ('OK')	text/xml	date:Sun,%2012%20Oct%202025%2020:10:43%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fservices%2F&format=xml	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embedc3c9	(from https://simplify-living.ch/services/)
22:10:39	389166/389166	---M--	200	added ('OK')	image/jpeg	etag:%22645c32df-5f02e%22	https://simplify-living.ch/wp-content/uploads/2023/05/amanda-vick-zw_oaDbfzyE-unsplash-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/amanda-vick-zw_oaDbfzyE-unsplash-scaled.jpg	(from https://simplify-living.ch/services/)
22:10:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:10:44%20GMT	https://simplify-living.ch/contact	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/contact	(from https://simplify-living.ch/services/)
22:10:40	63067/63067	---M--	200	added ('OK')	image/jpeg	etag:%22645d8e16-f65b%22	https://simplify-living.ch/wp-content/uploads/2023/05/alexander-grey-tn57JI3CewI-unsplash1-683x1024.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/alexander-grey-tn57JI3CewI-unsplash1-683x1024.jpg	(from https://simplify-living.ch/services/)
22:10:40	325821/325821	---M--	200	added ('OK')	image/jpeg	etag:%22645c3418-4f8bd%22	https://simplify-living.ch/wp-content/uploads/2023/05/johny-goerend-qm2rUzrP64U-unsplash-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/johny-goerend-qm2rUzrP64U-unsplash-scaled.jpg	(from https://simplify-living.ch/services/)
22:10:41	296221/296221	---M--	200	added ('OK')	image/jpeg	etag:%2264811419-4851d%22	https://simplify-living.ch/wp-content/uploads/2023/06/paul-hanaoka-Dl6H4_nzBpE-unsplash-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/06/paul-hanaoka-Dl6H4_nzBpE-unsplash-scaled.jpg	(from https://simplify-living.ch/services/)
22:10:41	281378/281378	---M--	200	added ('OK')	image/jpeg	etag:%22651d38e8-44b22%22	https://simplify-living.ch/wp-content/uploads/2023/10/alexandra-gorn-JIUjvqe2ZHg-unsplash-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/10/alexandra-gorn-JIUjvqe2ZHg-unsplash-scaled.jpg	(from https://simplify-living.ch/gallery/)
22:10:41	14867/14867	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265684ad6-3a13%22	https://simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwenty.js?ver=1760299785	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/plugins/beaf-before-and-after-gallery/assets/js/jquery.twentytwenty8707.js	(from https://simplify-living.ch/gallery/)
22:10:42	34537/34537	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:47%20GMT	https://simplify-living.ch/wp-json/wp/v2/pages/1642	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/wp/v2/pages/1642.json	(from https://simplify-living.ch/gallery/)
22:10:44	2071/2071	---MC-	200	added ('OK')	application/json	date:Sun,%2012%20Oct%202025%2020:10:49%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fgallery%2F	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embedf40c.json	(from https://simplify-living.ch/gallery/)
22:10:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Oct%202025%2020:10:49%20GMT	https://simplify-living.ch/?p=1642	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/index3515.html	(from https://simplify-living.ch/gallery/)
22:10:45	2231/2231	---MCZ	200	added ('OK')	text/xml	date:Sun,%2012%20Oct%202025%2020:10:50%20GMT	https://simplify-living.ch/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsimplify-living.ch%2Fgallery%2F&format=xml	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-json/oembed/1.0/embed5ff3	(from https://simplify-living.ch/gallery/)
22:10:46	1045029/1045029	---M--	200	added ('OK')	image/jpeg	etag:%22646118f0-ff225%22	https://simplify-living.ch/wp-content/uploads/2023/05/Buero-5.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/Buero-5.jpg	(from https://simplify-living.ch/gallery/)
22:10:46	459639/459639	---M--	200	added ('OK')	image/jpeg	etag:%2264611925-70377%22	https://simplify-living.ch/wp-content/uploads/2023/05/Buero-6.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/Buero-6.jpg	(from https://simplify-living.ch/gallery/)
22:10:46	367731/367731	---M--	200	added ('OK')	image/jpeg	etag:%2264611a42-59c73%22	https://simplify-living.ch/wp-content/uploads/2023/05/Wohnzimmer-6.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/Wohnzimmer-6.jpg	(from https://simplify-living.ch/gallery/)
22:10:46	1012292/1012292	---M--	200	added ('OK')	image/jpeg	etag:%2264611a36-f7244%22	https://simplify-living.ch/wp-content/uploads/2023/05/Wohnzimmer-5.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/Wohnzimmer-5.jpg	(from https://simplify-living.ch/gallery/)
22:10:47	462226/462226	---M--	200	added ('OK')	image/jpeg	etag:%226568594f-70d92%22	https://simplify-living.ch/wp-content/uploads/2023/11/Buero-kommode-8.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/11/Buero-kommode-8.jpg	(from https://simplify-living.ch/gallery/)
22:10:47	427999/427999	---M--	200	added ('OK')	image/jpeg	etag:%22646119b1-687df%22	https://simplify-living.ch/wp-content/uploads/2023/05/Buero-8.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/05/Buero-8.jpg	(from https://simplify-living.ch/gallery/)
22:10:47	88918/88918	---M--	200	added ('OK')	image/jpeg	etag:%2265685a53-15b56%22	https://simplify-living.ch/wp-content/uploads/2023/11/Badezimmer-5.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/11/Badezimmer-5.jpg	(from https://simplify-living.ch/gallery/)
22:10:47	300624/300624	---M--	200	added ('OK')	image/jpeg	etag:%2265685a62-49650%22	https://simplify-living.ch/wp-content/uploads/2023/11/Badezimmer-6.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/11/Badezimmer-6.jpg	(from https://simplify-living.ch/gallery/)
22:10:47	526533/526533	---M--	200	added ('OK')	image/jpeg	etag:%226538f551-808c5%22	https://simplify-living.ch/wp-content/uploads/2023/10/1698231263500-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/10/1698231263500-scaled.jpg	(from https://simplify-living.ch/gallery/)
22:10:48	355992/355992	---M--	200	added ('OK')	image/jpeg	etag:%226538f515-56e98%22	https://simplify-living.ch/wp-content/uploads/2023/10/1698231263449-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/10/1698231263449-scaled.jpg	(from https://simplify-living.ch/gallery/)
22:10:48	420897/420897	---M--	200	added ('OK')	image/jpeg	etag:%226538f546-66c21%22	https://simplify-living.ch/wp-content/uploads/2023/10/1698231263489-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/10/1698231263489-scaled.jpg	(from https://simplify-living.ch/gallery/)
22:10:48	253059/253059	---M--	200	added ('OK')	image/jpeg	etag:%226538f509-3dc83%22	https://simplify-living.ch/wp-content/uploads/2023/10/1698231263427-scaled.jpg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/10/1698231263427-scaled.jpg	(from https://simplify-living.ch/gallery/)
22:10:49	1083431/1083431	---M--	200	added ('OK')	image/jpeg	etag:%22656859ee-108827%22	https://simplify-living.ch/wp-content/uploads/2023/11/Badezimmer-1.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/11/Badezimmer-1.jpg	(from https://simplify-living.ch/gallery/)
22:10:49	406267/406267	---M--	200	added ('OK')	image/jpeg	etag:%2265685a02-632fb%22	https://simplify-living.ch/wp-content/uploads/2023/11/Badezimmer-2.jpeg	C:/My%20Web%20Sites/simplify-living/simplify-living.ch/wp-content/uploads/2023/11/Badezimmer-2.jpg	(from https://simplify-living.ch/gallery/)
